Date,occur_time,poss_date,poss_time,MaxOfnum_victims,Avg Day,UC2 Literal,neighborhood,x,y
11/28/17,0:01:00,11/27/17,22:00:00,1,Unk,LARCENY-NON VEHICLE,Underwood Hills,-84.43059,33.80222
11/27/17,0:01:00,11/27/17,12:02:00,1,Mon,AUTO THEFT,Adamsville,-84.50537,33.75718
11/25/17,0:01:00,11/25/17,8:30:00,1,Sat,LARCENY-FROM VEHICLE,Downtown,-84.38035,33.75755
11/25/17,0:01:00,11/25/17,5:08:00,1,Sat,LARCENY-FROM VEHICLE,Edgewood,-84.34619,33.75674
11/10/17,0:01:00,11/11/17,5:30:00,1,Unk,LARCENY-FROM VEHICLE,Midwest Cascade,-84.52503,33.7255
11/10/17,0:01:00,11/10/17,2:40:00,1,Fri,LARCENY-FROM VEHICLE,Princeton Lakes,-84.51879,33.66194
11/6/17,0:01:00,11/6/17,0:51:00,1,Mon,LARCENY-FROM VEHICLE,Riverside,-84.47263,33.81568
11/2/17,0:01:00,11/2/17,6:00:00,1,Thu,LARCENY-FROM VEHICLE,Summerhill,-84.38223,33.74179
11/1/17,0:01:00,11/1/17,0:01:00,1,Unk,LARCENY-FROM VEHICLE,,-84.42359,33.81442
10/31/17,0:01:00,10/31/17,5:00:00,1,Tue,LARCENY-NON VEHICLE,Underwood Hills,-84.42746,33.81183
10/29/17,0:01:00,10/29/17,12:25:00,3,Sat,LARCENY-FROM VEHICLE,Peachtree Hills,-84.38639,33.8177
10/28/17,0:01:00,10/28/17,9:10:00,1,Fri,BURGLARY-NONRES,Greenbriar,-84.48798,33.68947
10/27/17,0:01:00,10/27/17,0:59:00,2,Fri,RAPE,Campbellton Road,0,0
10/25/17,0:01:00,10/25/17,6:25:00,2,Wed,LARCENY-FROM VEHICLE,Rockdale,-84.44593,33.78547
10/25/17,0:01:00,10/25/17,12:45:00,1,Tue,LARCENY-FROM VEHICLE,,-84.42079,33.81014
10/24/17,0:01:00,10/18/17,7:00:00,1,Wed,LARCENY-NON VEHICLE,Midtown,-84.37999,33.77639
10/24/17,0:01:00,10/22/17,7:00:00,1,Unk,BURGLARY-NONRES,South Tuxedo Park,-84.38045,33.84203
10/23/17,0:01:00,10/23/17,6:00:00,2,Mon,LARCENY-FROM VEHICLE,Old Fourth Ward,-84.38027,33.7691
10/19/17,0:01:00,10/19/17,0:40:00,1,Thu,LARCENY-FROM VEHICLE,Downtown,-84.38198,33.75168
10/17/17,0:01:00,10/17/17,12:13:00,1,Tue,LARCENY-FROM VEHICLE,Old Fourth Ward,-84.37851,33.76656
10/12/17,0:01:00,10/12/17,7:10:00,1,Thu,LARCENY-FROM VEHICLE,Browns Mill Park,-84.36924,33.6887
10/11/17,0:01:00,10/8/17,23:00:00,1,Sun,LARCENY-NON VEHICLE,Rockdale,-84.43737,33.78769
10/9/17,0:01:00,10/9/17,0:20:00,1,Mon,BURGLARY-NONRES,Midtown,-84.38454,33.78087
10/6/17,0:01:00,10/6/17,6:00:00,1,Fri,LARCENY-NON VEHICLE,Downtown,-84.38592,33.76161
10/5/17,0:01:00,10/5/17,16:00:00,1,Thu,LARCENY-FROM VEHICLE,Campbellton Road,-84.46568,33.70084
10/4/17,0:01:00,10/4/17,7:15:00,1,Wed,LARCENY-FROM VEHICLE,Garden Hills,-84.37456,33.83269
10/1/17,0:01:00,10/1/17,8:00:00,1,Sun,AUTO THEFT,Ridgewood Heights,-84.44531,33.82959
10/1/17,0:01:00,10/1/17,10:00:00,1,Sun,AUTO THEFT,Brookwood,-84.39526,33.80208
9/25/17,0:01:00,7/29/17,0:01:00,1,Fri,LARCENY-NON VEHICLE,North Buckhead,-84.37075,33.84911
9/21/17,0:01:00,9/21/17,8:30:00,1,Thu,LARCENY-FROM VEHICLE,West Highlands,-84.44919,33.78956
9/20/17,0:01:00,9/20/17,0:28:00,1,Wed,AGG ASSAULT,Capitol Gateway,-84.38386,33.7444
9/20/17,0:01:00,9/20/17,18:00:00,1,Wed,LARCENY-NON VEHICLE,Marietta Street Artery,-84.40807,33.77689
9/20/17,0:01:00,9/20/17,21:01:00,1,Wed,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,-84.36706,33.82543
9/18/17,0:01:00,9/18/17,10:25:00,1,Sun,LARCENY-FROM VEHICLE,Piedmont Heights,-84.37335,33.807
9/16/17,0:01:00,9/15/17,12:00:00,1,Thu,LARCENY-FROM VEHICLE,Old Fourth Ward,-84.3733,33.76597
9/15/17,0:01:00,9/15/17,18:30:00,1,Unk,LARCENY-NON VEHICLE,Peachtree Heights West,-84.38598,33.83477
9/13/17,0:01:00,9/13/17,9:34:00,1,Tue,LARCENY-FROM VEHICLE,Ridgedale Park,-84.35476,33.85438
9/10/17,0:01:00,9/10/17,6:30:00,1,Sun,LARCENY-NON VEHICLE,Inman Park,-84.35278,33.76519
9/8/17,0:01:00,9/8/17,19:10:00,1,Unk,LARCENY-NON VEHICLE,Peachtree Heights East,-84.38734,33.82554
9/5/17,0:01:00,9/5/17,13:30:00,1,Unk,BURGLARY-RESIDENCE,English Avenue,-84.41054,33.76712
9/4/17,0:01:00,9/4/17,0:30:00,1,Mon,RAPE,Ashview Heights,0,0
8/31/17,0:01:00,8/31/17,20:00:00,1,Unk,BURGLARY-RESIDENCE,Fairburn Heights,-84.50287,33.7687
8/26/17,0:01:00,8/25/17,6:00:00,1,Fri,LARCENY-NON VEHICLE,Kirkwood,-84.32005,33.75452
8/25/17,0:01:00,8/24/17,15:00:00,1,Unk,BURGLARY-NONRES,Hills Park,-84.4372,33.80478
8/22/17,0:01:00,8/22/17,5:00:00,2,Tue,LARCENY-FROM VEHICLE,Midwest Cascade,-84.52759,33.72306
8/21/17,0:01:00,8/17/17,23:59:00,2,Thu,LARCENY-FROM VEHICLE,Atlantic Station,-84.40468,33.78874
8/19/17,0:01:00,8/19/17,2:30:00,6,Sat,LARCENY-FROM VEHICLE,Mechanicsville,-84.39438,33.73699
8/19/17,0:01:00,8/16/17,17:00:00,1,Unk,BURGLARY-RESIDENCE,Peachtree Heights West,-84.39002,33.84133
8/18/17,0:01:00,8/18/17,0:10:00,1,Fri,ROBBERY-PEDESTRIAN,The Villages at Carver,-84.39079,33.71347
8/18/17,0:01:00,8/18/17,8:00:00,1,Fri,BURGLARY-RESIDENCE,Home Park,-84.39392,33.78862
8/15/17,0:01:00,8/15/17,9:15:00,1,Tue,LARCENY-FROM VEHICLE,Berkeley Park,-84.40791,33.80121
8/14/17,0:01:00,8/14/17,15:00:00,1,Unk,LARCENY-NON VEHICLE,Mt. Gilead Woods,-84.50423,33.70126
8/13/17,0:01:00,8/13/17,8:30:00,1,Sun,AUTO THEFT,Baker Hills,-84.51484,33.76042
8/13/17,0:01:00,8/13/17,5:00:00,1,Sun,BURGLARY-NONRES,Old Fourth Ward,-84.36522,33.75787
8/12/17,0:01:00,8/12/17,10:45:00,1,Sat,AUTO THEFT,English Avenue,-84.4042,33.76507
8/7/17,0:01:00,8/7/17,7:22:00,2,Mon,LARCENY-NON VEHICLE,,-84.48826,33.75276
8/6/17,0:01:00,8/6/17,8:35:00,1,Sun,AGG ASSAULT,Vine City,-84.41648,33.76213
8/5/17,0:01:00,7/28/17,3:30:00,1,Fri,LARCENY-NON VEHICLE,Pine Hills,-84.35274,33.84726
7/31/17,0:01:00,6/27/17,0:06:00,1,Tue,LARCENY-NON VEHICLE,Pine Hills,-84.35823,33.83817
7/24/17,0:01:00,7/24/17,6:00:00,1,Unk,LARCENY-FROM VEHICLE,Collier Hills,-84.40543,33.81205
7/22/17,0:01:00,7/22/17,5:00:00,1,Sat,LARCENY-FROM VEHICLE,Westview,-84.44186,33.73707
7/20/17,0:01:00,7/20/17,1:10:00,1,Thu,LARCENY-FROM VEHICLE,Downtown,-84.38422,33.75839
7/19/17,0:01:00,6/27/17,15:00:00,1,Tue,LARCENY-NON VEHICLE,Pine Hills,-84.35802,33.83791
7/18/17,0:01:00,7/18/17,15:00:00,1,Mon,BURGLARY-RESIDENCE,North Buckhead,-84.36531,33.85301
7/17/17,0:01:00,7/16/17,0:01:00,5,Unk,LARCENY-NON VEHICLE,Lenox,-84.35947,33.848
7/14/17,0:01:00,4/22/17,23:59:00,1,Sat,LARCENY-NON VEHICLE,Vine City,-84.41389,33.75805
7/12/17,0:01:00,7/12/17,5:20:00,1,Wed,LARCENY-FROM VEHICLE,Lake Claire,-84.31724,33.7654
7/10/17,0:01:00,7/8/17,2:00:00,1,Sat,LARCENY-NON VEHICLE,South Tuxedo Park,-84.38044,33.84251
7/8/17,0:01:00,7/8/17,5:00:00,1,Sat,AGG ASSAULT,Custer/McDonough/Guice,-84.35887,33.70874
7/7/17,0:01:00,7/7/17,0:15:00,1,Fri,RAPE,Downtown,0,0
7/7/17,0:01:00,7/7/17,14:00:00,1,Fri,LARCENY-FROM VEHICLE,Bolton,-84.45509,33.81541
7/5/17,0:01:00,7/5/17,6:30:00,2,Wed,LARCENY-FROM VEHICLE,Mechanicsville,-84.40253,33.73978
7/4/17,0:01:00,7/4/17,3:30:00,1,Tue,LARCENY-FROM VEHICLE,Berkeley Park,-84.41797,33.79722
6/29/17,0:01:00,6/29/17,2:00:00,1,Thu,AUTO THEFT,Adair Park,-84.40967,33.72227
6/29/17,0:01:00,6/29/17,12:00:00,1,Thu,LARCENY-FROM VEHICLE,Buckhead Forest,-84.37658,33.84099
6/27/17,0:01:00,6/27/17,6:00:00,1,Tue,LARCENY-NON VEHICLE,Glenrose Heights,-84.39348,33.67992
6/20/17,0:01:00,6/20/17,4:00:00,2,Tue,ROBBERY-RESIDENCE,Browns Mill Park,-84.39417,33.68294
6/19/17,0:01:00,6/16/17,12:00:00,1,Unk,LARCENY-NON VEHICLE,Arden/Habersham,-84.40198,33.83826
6/18/17,0:01:00,6/17/17,9:00:00,1,Sat,BURGLARY-RESIDENCE,Collier Heights,-84.49243,33.7799
6/17/17,0:01:00,6/17/17,0:15:00,1,Sat,AUTO THEFT,Glenrose Heights,-84.38706,33.67286
6/16/17,0:01:00,6/16/17,0:01:00,1,Thu,LARCENY-NON VEHICLE,Lenox,-84.36212,33.84676
6/13/17,0:01:00,4/1/17,0:01:00,1,Unk,AUTO THEFT,Springlake,-84.41515,33.81758
6/10/17,0:01:00,6/10/17,1:00:00,1,Sat,BURGLARY-RESIDENCE,Ben Hill,-84.52377,33.6639
6/9/17,0:01:00,6/9/17,20:36:00,1,Unk,LARCENY-NON VEHICLE,Perkerson,-84.41189,33.69512
6/8/17,0:01:00,6/8/17,8:00:00,1,Thu,AUTO THEFT,Hammond Park,-84.4035,33.67751
6/5/17,0:01:00,6/5/17,10:00:00,1,Mon,LARCENY-FROM VEHICLE,Riverside,-84.47556,33.80822
6/3/17,0:01:00,6/3/17,2:30:00,1,Sat,LARCENY-FROM VEHICLE,Collier Heights,-84.49181,33.78575
6/2/17,0:01:00,6/2/17,0:10:00,1,Fri,AGG ASSAULT,Sylvan Hills,-84.42349,33.71304
6/2/17,0:01:00,6/2/17,12:00:00,1,Unk,LARCENY-FROM VEHICLE,Berkeley Park,-84.41347,33.79539
5/30/17,0:01:00,5/30/17,2:00:00,1,Tue,RAPE,Downtown,0,0
5/29/17,0:01:00,5/29/17,0:15:00,2,Mon,AGG ASSAULT,Lakewood Heights,-84.38017,33.70974
5/29/17,0:01:00,5/29/17,0:22:00,7,Mon,AGG ASSAULT,West Lake,-84.4447,33.76053
5/29/17,0:01:00,5/29/17,11:00:00,1,Mon,BURGLARY-NONRES,Harland Terrace,-84.48607,33.7527
5/26/17,0:01:00,5/26/17,2:10:00,1,Fri,LARCENY-FROM VEHICLE,Old Fourth Ward,-84.36657,33.76142
5/26/17,0:01:00,4/18/17,23:59:00,1,Unk,BURGLARY-RESIDENCE,English Avenue,-84.41655,33.77594
5/23/17,0:01:00,5/23/17,0:08:00,1,Tue,AGG ASSAULT,English Avenue,-84.41638,33.76967
5/23/17,0:01:00,5/23/17,5:00:00,1,Tue,LARCENY-FROM VEHICLE,Ridgedale Park,-84.35386,33.85143
5/17/17,0:01:00,5/11/17,7:00:00,1,Thu,AUTO THEFT,Ben Hill Terrace,-84.52091,33.69639
5/9/17,0:01:00,5/9/17,2:57:00,1,Tue,LARCENY-FROM VEHICLE,Summerhill,-84.391,33.73328
5/8/17,0:01:00,5/8/17,7:47:00,1,Mon,BURGLARY-NONRES,,-84.51182,33.68909
5/7/17,0:01:00,5/7/17,15:21:00,1,Sun,LARCENY-FROM VEHICLE,Buckhead Village,-84.37533,33.83888
5/7/17,0:01:00,5/6/17,23:59:00,1,Fri,LARCENY-NON VEHICLE,Peachtree Heights West,-84.38976,33.82775
5/6/17,0:01:00,5/5/17,3:00:00,1,Fri,LARCENY-NON VEHICLE,South Tuxedo Park,-84.38026,33.84152
5/4/17,0:01:00,5/4/17,7:00:00,1,Thu,AUTO THEFT,Perkerson,-84.41504,33.68791
5/2/17,0:01:00,5/2/17,0:21:00,2,Tue,ROBBERY-PEDESTRIAN,Downtown,-84.38852,33.75473
5/1/17,0:01:00,5/1/17,21:00:00,1,Unk,LARCENY-FROM VEHICLE,Bolton,-84.44941,33.81629
4/28/17,0:01:00,4/28/17,19:21:00,1,Unk,LARCENY-NON VEHICLE,Sweet Auburn,-84.37186,33.75275
4/20/17,0:01:00,4/21/17,0:59:00,1,Thu,AUTO THEFT,Adamsville,-84.5076,33.76208
4/16/17,0:01:00,4/16/17,0:05:00,1,Sun,RAPE,Downtown,0,0
4/14/17,0:01:00,4/14/17,1:26:00,13,Fri,LARCENY-FROM VEHICLE,Mechanicsville,-84.39338,33.73582
4/11/17,0:01:00,4/10/17,20:00:00,1,Sun,AGG ASSAULT,Adamsville,-84.5036,33.7506
4/10/17,0:01:00,4/1/17,14:00:00,1,Sat,LARCENY-FROM VEHICLE,Atlantic Station,-84.39779,33.79282
4/7/17,0:01:00,4/7/17,9:00:00,1,Fri,LARCENY-NON VEHICLE,Mozley Park,-84.4288,33.75094
4/2/17,0:01:00,4/2/17,12:05:00,1,Unk,LARCENY-NON VEHICLE,Glenrose Heights,-84.38478,33.66209
4/1/17,0:01:00,4/1/17,2:00:00,1,Sat,AUTO THEFT,Sylvan Hills,-84.41017,33.70278
3/30/17,0:01:00,1/1/15,23:59:00,1,Unk,RAPE,Pittsburgh,0,0
3/28/17,0:01:00,3/28/17,21:00:00,1,Unk,BURGLARY-NONRES,Lindbergh/Morosgo,-84.36481,33.8201
3/23/17,0:01:00,3/23/17,0:30:00,1,Thu,ROBBERY-PEDESTRIAN,Old Fourth Ward,-84.37825,33.76826
3/23/17,0:01:00,3/23/17,14:00:00,1,Unk,LARCENY-FROM VEHICLE,,-84.42118,33.8126
3/19/17,0:01:00,3/19/17,17:00:00,1,Unk,LARCENY-FROM VEHICLE,Piedmont Heights,-84.36741,33.80656
3/13/17,0:01:00,3/13/17,8:00:00,1,Mon,BURGLARY-RESIDENCE,Morningside/Lenox Park,-84.36706,33.80343
3/12/17,0:01:00,3/12/17,4:18:00,1,Sun,LARCENY-FROM VEHICLE,Buckhead Village,-84.37417,33.8385
3/9/17,0:01:00,3/9/17,0:16:00,2,Thu,AGG ASSAULT,Mechanicsville,-84.40024,33.73727
3/9/17,0:01:00,3/9/17,17:00:00,1,Thu,LARCENY-NON VEHICLE,Midtown,-84.37962,33.78312
3/4/17,0:01:00,3/4/17,0:55:00,3,Sat,LARCENY-FROM VEHICLE,Rockdale,-84.44593,33.78547
3/2/17,0:01:00,3/2/17,0:12:00,1,Thu,LARCENY-NON VEHICLE,West End,-84.43276,33.73812
2/21/17,0:01:00,2/21/17,11:00:00,1,Tue,BURGLARY-NONRES,Buckhead Forest,-84.37894,33.84376
2/16/17,0:01:00,1/12/17,1:00:00,1,Thu,LARCENY-NON VEHICLE,,-84.44473,33.64086
2/6/17,0:01:00,2/2/17,23:59:00,1,Thu,LARCENY-FROM VEHICLE,Garden Hills,-84.38329,33.83342
2/6/17,0:01:00,2/6/17,1:30:00,1,Sun,BURGLARY-RESIDENCE,Lindbergh/Morosgo,-84.3643,33.82266
2/6/17,0:01:00,2/6/17,0:01:00,1,Unk,LARCENY-FROM VEHICLE,South Atlanta,-84.38439,33.71463
2/6/17,0:01:00,2/6/17,6:00:00,1,Mon,LARCENY-FROM VEHICLE,South Atlanta,-84.38761,33.71171
1/30/17,0:01:00,1/29/17,1:00:00,1,Sun,AUTO THEFT,Collier Heights,-84.47089,33.75968
1/28/17,0:01:00,1/28/17,0:08:00,1,Sat,LARCENY-FROM VEHICLE,Virginia Highland,-84.36107,33.77441
1/26/17,0:01:00,1/26/17,1:04:00,1,Thu,LARCENY-NON VEHICLE,Reynoldstown,-84.35026,33.75251
1/21/17,0:01:00,1/21/17,10:00:00,1,Sat,AUTO THEFT,Glenrose Heights,-84.39348,33.67992
1/17/17,0:01:00,1/17/17,16:00:00,1,Tue,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,-84.36481,33.8201
1/16/17,0:01:00,1/16/17,3:00:00,3,Mon,LARCENY-FROM VEHICLE,Collier Heights,-84.47629,33.76629
1/16/17,0:01:00,1/16/17,11:07:00,1,Sun,BURGLARY-RESIDENCE,Orchard Knob,-84.37509,33.67245
1/15/17,0:01:00,1/15/17,0:01:00,1,Unk,LARCENY-NON VEHICLE,Brookhaven,-84.35541,33.85954
1/13/17,0:01:00,1/13/17,12:40:00,1,Thu,LARCENY-FROM VEHICLE,Rosedale Heights,-84.38148,33.68024
1/13/17,0:01:00,1/13/17,12:40:00,1,Thu,AUTO THEFT,Orchard Knob,-84.37509,33.67245
1/12/17,0:01:00,12/29/16,9:30:00,1,Unk,BURGLARY-NONRES,Lindridge/Martin Manor,-84.35056,33.82369
1/11/17,0:01:00,1/11/17,15:00:00,1,Unk,BURGLARY-NONRES,Loring Heights,-84.40774,33.79262
1/10/17,0:01:00,1/10/17,0:00:00,1,Unk,BURGLARY-RESIDENCE,Carver Hills,-84.46238,33.80073
1/9/17,0:01:00,1/9/17,6:00:00,1,Mon,AUTO THEFT,Monroe Heights,-84.47416,33.79333
1/3/17,0:01:00,1/2/17,22:21:00,1,Unk,LARCENY-NON VEHICLE,Center Hill,-84.46692,33.77609
10/31/17,0:02:00,10/31/17,6:00:00,1,Tue,LARCENY-FROM VEHICLE,Downtown,-84.38852,33.7582
8/2/17,0:02:00,8/2/17,0:12:00,1,Wed,AUTO THEFT,Ormewood Park,-84.34958,33.73393
7/16/17,0:02:00,7/16/17,0:02:00,2,Sun,BURGLARY-RESIDENCE,Riverside,-84.47427,33.8184
6/3/17,0:02:00,6/3/17,0:30:00,1,Fri,BURGLARY-RESIDENCE,Bankhead,-84.42619,33.7636
5/16/17,0:02:00,5/16/17,0:13:00,4,Tue,AGG ASSAULT,Downtown,-84.38163,33.75234
4/29/17,0:02:00,4/29/17,0:02:00,1,Sat,AGG ASSAULT,English Avenue,-84.41619,33.77209
3/13/17,0:02:00,3/13/17,0:02:00,3,Mon,LARCENY-FROM VEHICLE,Princeton Lakes,-84.50859,33.655
11/14/17,0:03:00,11/14/17,6:21:00,1,Tue,BURGLARY-NONRES,Lakewood Heights,-84.3798,33.70595
4/29/17,0:03:00,4/29/17,0:03:00,1,Sat,AUTO THEFT,Midtown,-84.38925,33.78668
2/18/17,0:03:00,2/18/17,2:55:00,2,Sat,LARCENY-FROM VEHICLE,Lindbergh/Morosgo,-84.3685,33.82098
11/13/17,0:04:00,11/13/17,0:04:00,1,Mon,ROBBERY-PEDESTRIAN,Old Fourth Ward,-84.37229,33.77285
8/22/17,0:04:00,8/22/17,0:17:00,1,Tue,LARCENY-NON VEHICLE,Castleberry Hill,-84.40341,33.74348
4/20/17,0:04:00,4/20/17,0:04:00,1,Thu,AUTO THEFT,The Villages at Carver,-84.39291,33.71678
1/19/17,0:04:00,1/19/17,12:30:00,1,Thu,AUTO THEFT,Home Park,-84.39786,33.78674
12/26/17,0:05:00,12/26/17,0:46:00,1,Tue,LARCENY-FROM VEHICLE,Old Fourth Ward,-84.3743,33.76442
12/22/17,0:05:00,12/22/17,0:29:00,1,Fri,BURGLARY-RESIDENCE,Lindbergh/Morosgo,-84.36696,33.81828
11/22/17,0:05:00,11/22/17,0:13:00,3,Wed,ROBBERY-PEDESTRIAN,West End,-84.41738,33.74057
11/21/17,0:05:00,11/21/17,11:17:00,1,Unk,BURGLARY-RESIDENCE,Greenbriar Village,-84.53825,33.70418
11/11/17,0:05:00,11/11/17,6:00:00,1,Sat,AUTO THEFT,Cascade Avenue/Road,-84.44396,33.72555
10/2/17,0:05:00,10/2/17,1:30:00,1,Mon,AGG ASSAULT,Atlanta University Center,-84.41742,33.75065
9/23/17,0:05:00,9/23/17,5:00:00,1,Sat,LARCENY-FROM VEHICLE,Bankhead,-84.42444,33.77271
9/22/17,0:05:00,9/22/17,2:00:00,1,Fri,LARCENY-FROM VEHICLE,Midtown,-84.38844,33.78452
9/8/17,0:05:00,9/8/17,0:15:00,1,Fri,ROBBERY-PEDESTRIAN,Castleberry Hill,-84.40161,33.74789
9/5/17,0:05:00,9/5/17,0:20:00,1,Tue,LARCENY-NON VEHICLE,Berkeley Park,-84.41278,33.80388
9/3/17,0:05:00,9/3/17,3:25:00,2,Sun,LARCENY-FROM VEHICLE,Midtown,-84.38426,33.77786
8/29/17,0:05:00,8/29/17,0:12:00,1,Tue,ROBBERY-PEDESTRIAN,Lakewood Heights,-84.37496,33.70432
8/21/17,0:05:00,8/21/17,2:00:00,1,Mon,LARCENY-FROM VEHICLE,English Avenue,-84.41622,33.78089
8/18/17,0:05:00,8/10/17,0:05:00,1,Unk,LARCENY-NON VEHICLE,Midtown,-84.38382,33.77248
8/16/17,0:05:00,8/16/17,4:30:00,1,Wed,LARCENY-FROM VEHICLE,Adams Park,-84.46368,33.71655
8/10/17,0:05:00,8/10/17,0:05:00,1,Thu,AUTO THEFT,Greenbriar,-84.48907,33.68961
8/10/17,0:05:00,8/10/17,0:45:00,1,Thu,AUTO THEFT,Greenbriar,-84.49403,33.6697
8/7/17,0:05:00,8/7/17,0:20:00,0,Mon,LARCENY-NON VEHICLE,,-84.4477,33.64184
8/5/17,0:05:00,8/5/17,6:00:00,1,Sat,BURGLARY-RESIDENCE,Bankhead,-84.42056,33.77
8/5/17,0:05:00,8/2/17,0:05:00,1,Tue,LARCENY-NON VEHICLE,Atlantic Station,-84.39677,33.79371
8/4/17,0:05:00,8/4/17,9:00:00,1,Fri,AUTO THEFT,Berkeley Park,-84.4099,33.79968
8/1/17,0:05:00,7/28/17,6:00:00,1,Fri,LARCENY-FROM VEHICLE,Summerhill,-84.3824,33.73216
7/27/17,0:05:00,7/27/17,5:45:00,1,Thu,BURGLARY-RESIDENCE,Pittsburgh,-84.40059,33.72595
7/26/17,0:05:00,7/26/17,0:07:00,1,Wed,LARCENY-FROM VEHICLE,,-84.42537,33.81258
7/21/17,0:05:00,7/21/17,3:41:00,1,Fri,AUTO THEFT,Browns Mill Park,-84.36924,33.6887
7/16/17,0:05:00,7/16/17,12:10:00,1,Sun,LARCENY-FROM VEHICLE,Benteen Park,-84.36311,33.71466
7/15/17,0:05:00,7/15/17,2:00:00,1,Sat,AUTO THEFT,Morningside/Lenox Park,-84.36992,33.78856
7/4/17,0:05:00,7/4/17,9:45:00,1,Tue,LARCENY-NON VEHICLE,,-84.39342,33.80901
7/3/17,0:05:00,7/3/17,0:10:00,1,Mon,AUTO THEFT,Princeton Lakes,-84.51327,33.65635
6/23/17,0:05:00,6/18/17,0:15:00,1,Sun,BURGLARY-RESIDENCE,Peachtree Heights West,-84.38094,33.83829
6/1/17,0:05:00,6/1/17,14:30:00,1,Thu,LARCENY-NON VEHICLE,Piedmont Heights,-84.3722,33.80143
5/24/17,0:05:00,5/24/17,0:13:00,1,Wed,LARCENY-FROM VEHICLE,North Buckhead,-84.37089,33.84743
5/22/17,0:05:00,5/22/17,0:06:00,2,Mon,ROBBERY-PEDESTRIAN,Poncey-Highland,-84.35897,33.77351
5/4/17,0:05:00,5/4/17,4:00:00,1,Thu,AUTO THEFT,Sweet Auburn,-84.37304,33.7545
4/21/17,0:05:00,4/21/17,0:05:00,1,Fri,LARCENY-FROM VEHICLE,Benteen Park,-84.36775,33.71436
4/5/17,0:05:00,4/5/17,0:15:00,1,Wed,ROBBERY-PEDESTRIAN,Underwood Hills,-84.42632,33.81348
3/30/17,0:05:00,3/20/17,1:00:00,1,Mon,LARCENY-NON VEHICLE,Buckhead Forest,-84.37867,33.84314
3/15/17,0:05:00,3/15/17,19:22:00,1,Wed,AGG ASSAULT,Midtown,-84.38403,33.77901
2/22/17,0:05:00,2/22/17,7:53:00,1,Wed,AUTO THEFT,Chosewood Park,-84.37203,33.71618
2/20/17,0:05:00,2/20/17,0:30:00,1,Mon,LARCENY-NON VEHICLE,Grove Park,-84.4383,33.7682
2/6/17,0:05:00,2/6/17,0:12:00,1,Mon,LARCENY-NON VEHICLE,Downtown,-84.38368,33.75465
1/27/17,0:05:00,1/27/17,0:55:00,1,Fri,AGG ASSAULT,Browns Mill Park,-84.3962,33.68166
1/25/17,0:05:00,1/25/17,2:37:00,1,Wed,LARCENY-FROM VEHICLE,,-84.39274,33.81203
1/24/17,0:05:00,1/24/17,12:18:00,1,Unk,LARCENY-NON VEHICLE,,-84.45218,33.75035
1/17/17,0:05:00,1/17/17,14:00:00,1,Mon,ROBBERY-PEDESTRIAN,Vine City,-84.40438,33.75645
1/16/17,0:05:00,1/16/17,0:25:00,1,Mon,LARCENY-FROM VEHICLE,Downtown,-84.3834,33.75895
5/29/17,0:06:00,5/29/17,1:43:00,1,Mon,LARCENY-NON VEHICLE,East Lake,-84.29153,33.74754
5/5/17,0:06:00,5/5/17,0:10:00,1,Fri,LARCENY-FROM VEHICLE,Underwood Hills,-84.43301,33.80789
4/20/17,0:06:00,4/20/17,0:06:00,1,Thu,AGG ASSAULT,Vine City,-84.41605,33.75961
4/17/17,0:06:00,4/17/17,0:06:00,1,Mon,AUTO THEFT,Sylvan Hills,-84.41194,33.70753
2/3/17,0:06:00,2/3/17,0:10:00,1,Fri,AGG ASSAULT,Venetian Hills,-84.43387,33.72028
11/15/17,0:07:00,11/15/17,0:18:00,1,Wed,LARCENY-FROM VEHICLE,Midtown,-84.38817,33.7847
8/28/17,0:07:00,8/28/17,0:10:00,4,Mon,AGG ASSAULT,Downtown,-84.39578,33.76494
4/28/17,0:07:00,4/28/17,0:10:00,1,Fri,AUTO THEFT,Venetian Hills,-84.43443,33.71493
11/24/17,0:08:00,11/24/17,0:08:00,5,Fri,LARCENY-FROM VEHICLE,Poncey-Highland,-84.36043,33.76826
11/8/17,0:08:00,11/6/17,0:15:00,1,Mon,LARCENY-FROM VEHICLE,Pittsburgh,-84.39379,33.72191
7/15/17,0:08:00,7/15/17,0:28:00,1,Sat,LARCENY-NON VEHICLE,West End,-84.41751,33.7398
11/16/17,0:09:00,11/16/17,0:09:00,1,Thu,LARCENY-NON VEHICLE,Buckhead Village,-84.37187,33.84163
5/7/17,0:09:00,5/7/17,0:30:00,1,Sun,AUTO THEFT,Rockdale,-84.44522,33.78673
12/21/17,0:10:00,12/21/17,0:40:00,1,Thu,LARCENY-FROM VEHICLE,Thomasville Heights,-84.3631,33.70658
12/12/17,0:10:00,12/12/17,4:30:00,1,Tue,LARCENY-FROM VEHICLE,Collier Heights,-84.48043,33.7691
12/9/17,0:10:00,12/9/17,0:17:00,1,Sat,BURGLARY-NONRES,Old Fourth Ward,-84.36627,33.75694
12/7/17,0:10:00,12/7/17,10:00:00,1,Thu,LARCENY-FROM VEHICLE,Midwest Cascade,-84.52714,33.72232
10/27/17,0:10:00,10/27/17,1:29:00,1,Fri,LARCENY-FROM VEHICLE,Virginia Highland,-84.3557,33.77512
